,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,8.0,45.0,7.2,40.4620798714189,0.0,18824.75,18824.75,34555.13,34555.13,33073.808,29212.412,0.644,1044.788,0.086,0.113,1.0,33073.808,4062.825,10384.207,22689.601,0.0,0.0,29212.412,0.0,0.0,18824.75,18824.75,15990.57,0.0,2834.18,0.0,0.0,0.0,0.0,34555.13,34555.13,32230.13,0.0,2325.0,0.0,0.0,0.0,0.0
0,5.0,10.0,21.0,120.0,18.900000000000002,104.41147463404705,0.0,37886.64,37886.64,81835.11,81835.11,154512.683,118012.287,0.321,529.634,0.097,0.075,1.0,121438.875,9490.971,43496.248,77942.627,0.0,0.0,88799.875,0.0,0.0,19061.89,19061.89,15984.43,0.0,3077.46,0.0,0.0,0.0,0.0,47279.98,47279.98,42754.98,0.0,4525.0,0.0,0.0,0.0,0.0
