,Maximum,Mean,Median
0,1385.0,317.0,209.0
1,1420.0,318.0,208.0
2,1405.0,318.0,210.0
3,1485.0,318.0,210.0
4,1405.0,318.0,211.0
5,1400.0,317.0,211.0
6,1400.0,318.0,215.0
7,1430.0,318.0,211.0
8,1390.0,318.0,212.0
9,1435.0,318.0,211.0
