,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,11.0,55.0,9.9,50.07199645450128,0.0,22809.55,22809.55,45730.13,45730.13,35352.266,31115.892,0.733,1293.556,0.04,0.053,1.0,35352.266,1900.625,10712.248,24640.018,0.0,0.0,31115.892,0.0,0.0,22809.55,22809.55,19806.57,0.0,3002.98,0.0,0.0,0.0,0.0,45730.13,45730.13,43080.13,0.0,2650.0,0.0,0.0,0.0,0.0
0,5.0,10.0,24.0,135.0,21.6,118.54699639336391,0.0,42713.759999999995,42713.759999999995,94684.53,94684.53,161687.27000000002,123355.90100000001,0.346,585.603,0.049,0.038,1.0,126335.004,4840.597,44069.986,82265.018,0.0,0.0,92240.009,0.0,0.0,19904.21,19904.21,16661.74,0.0,3242.47,0.0,0.0,0.0,0.0,48954.4,48954.4,43979.4,0.0,4975.0,0.0,0.0,0.0,0.0
