,Maximum,Mean,Median
0,11520.0,3250.0,2800.0
1,11925.0,3245.0,2814.5
2,11475.0,3240.0,2805.0
3,12115.0,3252.0,2804.0
4,12650.0,3234.0,2785.0
5,11215.0,3245.0,2805.5
6,11225.0,3254.0,2820.0
7,11820.0,3259.0,2830.0
8,11685.0,3239.0,2801.5
9,11590.0,3236.0,2805.5
