,Parameter value,Start year,End year,Step length,Optimisation length,Maximum PV size,Maximum storage size,Maximum diesel capacity,LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet fraction,Renewables fraction,Storage fraction,Diesel fraction,Grid fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Kerosene displacement,Diesel fuel usage (l),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.1,0,10,10,10,21.0,115.0,0.0,0.348,556.094,0.099,0.124,0.3,0.7,0.0,0.0,165117.374,20519.173,49588.48,115528.894,0.0,0.0,129064.582,44971.46,44971.46,38175.15,0.0,6796.31,0.0,0.0,0.0,0.0,0.0,0.0,91820.82,91820.82,8800.0,0.0,0.0,0.0,0.0
1,0.01,0,10,10,10,37.0,160.0,0.0,0.459,821.915,0.01,0.01,0.284,0.716,0.0,0.0,184715.887,1859.037,52525.991,132189.896,0.0,0.0,143042.331,65604.15,65604.15,57277.15,0.0,8327.0,0.0,0.0,0.0,0.0,0.0,0.0,151820.82,151820.82,11850.0,0.0,0.0,0.0,0.0
